RoboCar Sensor Log
Started at: 2025-05-13T14:56:11.948097
================================================================================
[2025-05-13T14:56:12.448264] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.12 | VIB: YES | ALC: 0.18
[2025-05-13T15:00:02.948283] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.03 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:03.448232] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.15 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:03.948271] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.18 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:04.448321] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.22m | MAG: 0.01 | VIB: NO | ALC: 0.09
[2025-05-13T15:00:04.948281] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.14 | VIB: YES | ALC: 0.04
[2025-05-13T15:00:05.448366] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.17 | VIB: NO | ALC: 0.02
[2025-05-13T15:00:05.948265] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.14 | VIB: NO | ALC: 0.05
[2025-05-13T15:00:06.448350] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.05 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:06.948287] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.15 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:07.448332] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.14 | VIB: YES | ALC: 0.07
[2025-05-13T15:00:07.948359] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.19 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:08.448303] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.19 | VIB: NO | ALC: 0.07
[2025-05-13T15:00:08.948409] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.05 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:09.448279] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.14 | VIB: NO | ALC: 0.20
[2025-05-13T15:00:09.948294] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.23m | MAG: -0.11 | VIB: NO | ALC: 0.14
[2025-05-13T15:00:10.448325] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.10 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:10.948308] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.31m | MAG: -0.07 | VIB: NO | ALC: 0.01
[2025-05-13T15:00:11.448317] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.06 | VIB: YES | ALC: 0.17
[2025-05-13T15:00:11.948379] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.11 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:12.448351] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.06 | VIB: NO | ALC: 0.20
[2025-05-13T15:00:12.948308] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.14 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:13.448452] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.17 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:13.948372] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.01 | VIB: NO | ALC: 0.03
[2025-05-13T15:00:14.448384] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.17 | VIB: NO | ALC: 0.15
[2025-05-13T15:00:14.948324] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.25m | MAG: -0.18 | VIB: NO | ALC: 0.19
[2025-05-13T15:00:15.448296] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.07 | VIB: YES | ALC: 0.14
[2025-05-13T15:00:15.948391] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.17 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:16.448336] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.06 | VIB: NO | ALC: 0.12
[2025-05-13T15:00:16.948334] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.12 | VIB: NO | ALC: 0.08
[2025-05-13T15:00:17.448334] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:17.948336] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.09 | VIB: NO | ALC: 0.20
[2025-05-13T15:00:18.448262] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.07 | VIB: NO | ALC: 0.14
[2025-05-13T15:00:18.948351] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.03 | VIB: NO | ALC: 0.19
[2025-05-13T15:00:19.448400] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.19 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:19.948382] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.43m | MAG: -0.14 | VIB: YES | ALC: 0.13
[2025-05-13T15:00:20.448309] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.06 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:20.948353] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.06 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:21.448321] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.14 | VIB: NO | ALC: 0.14
[2025-05-13T15:00:21.948358] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.11 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:22.448607] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.09 | VIB: YES | ALC: 0.10
[2025-05-13T15:00:22.948462] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.14 | VIB: NO | ALC: 0.10
[2025-05-13T15:00:23.448484] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.10 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:23.948430] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.22m | MAG: 0.09 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:24.448659] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.02 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:24.948468] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.04 | VIB: NO | ALC: 0.10
[2025-05-13T15:00:25.448386] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.08 | VIB: NO | ALC: 0.05
[2025-05-13T15:00:25.948362] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.44m | MAG: 0.15 | VIB: NO | ALC: 0.20
[2025-05-13T15:00:26.448404] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.15 | VIB: NO | ALC: 0.11
[2025-05-13T15:00:26.948482] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.09 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:27.448328] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.03 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:27.948368] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.15
[2025-05-13T15:00:28.448303] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.25m | MAG: 0.14 | VIB: NO | ALC: 0.15
[2025-05-13T15:00:28.948321] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.21m | MAG: -0.03 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:29.448417] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:29.948281] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.04 | VIB: NO | ALC: 0.09
[2025-05-13T15:00:30.448322] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.02 | VIB: NO | ALC: 0.14
[2025-05-13T15:00:30.948376] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.15 | VIB: NO | ALC: 0.08
[2025-05-13T15:00:31.448394] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T15:00:31.948408] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.11 | VIB: NO | ALC: 0.07
[2025-05-13T15:00:32.448289] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.16 | VIB: NO | ALC: 0.12
[2025-05-13T15:00:32.948375] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.06 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:33.448417] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.04 | VIB: NO | ALC: 0.09
[2025-05-13T15:00:33.948293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T15:00:34.448416] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: 0.05 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:34.948402] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.46m | MAG: 0.11 | VIB: NO | ALC: 0.08
[2025-05-13T15:00:35.448291] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.24m | MAG: -0.14 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:35.948295] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.13 | VIB: NO | ALC: 0.19
[2025-05-13T15:00:36.448235] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:36.948315] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.12 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:37.448283] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.35m | MAG: 0.04 | VIB: NO | ALC: 0.12
[2025-05-13T15:00:37.948293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.05 | VIB: NO | ALC: 0.11
[2025-05-13T15:00:38.448392] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.31m | MAG: -0.05 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:38.948224] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.03 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:39.448271] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.15 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:39.948332] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.14 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:40.448237] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.37m | MAG: 0.03 | VIB: YES | ALC: 0.13
[2025-05-13T15:00:40.948260] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:41.448285] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.02 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:41.948377] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.31m | MAG: 0.14 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:42.448267] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.15 | VIB: NO | ALC: 0.19
[2025-05-13T15:00:42.948328] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.50m | MAG: -0.10 | VIB: NO | ALC: 0.19
[2025-05-13T15:00:43.448294] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.12
[2025-05-13T15:00:43.948267] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.10 | VIB: NO | ALC: 0.01
[2025-05-13T15:00:44.448261] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.16
[2025-05-13T15:00:44.948277] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.27m | MAG: -0.08 | VIB: NO | ALC: 0.09
[2025-05-13T15:00:45.448263] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: 0.18 | VIB: NO | ALC: 0.10
[2025-05-13T15:00:45.948323] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:46.448276] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:46.948283] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.18 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:47.448250] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.16 | VIB: NO | ALC: 0.20
[2025-05-13T15:00:47.948228] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.15 | VIB: NO | ALC: 0.13
[2025-05-13T15:00:48.448260] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.19 | VIB: NO | ALC: 0.15
[2025-05-13T15:00:48.948311] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.01 | VIB: NO | ALC: 0.20
[2025-05-13T15:00:49.448321] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.03 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:49.948259] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.19 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:50.448256] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.12 | VIB: NO | ALC: 0.14
[2025-05-13T15:00:50.948403] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.35m | MAG: -0.04 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:51.448256] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.06 | VIB: YES | ALC: 0.19
[2025-05-13T15:00:51.948244] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.19 | VIB: NO | ALC: 0.08
[2025-05-13T15:00:52.448293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.48m | MAG: 0.16 | VIB: NO | ALC: 0.01
[2025-05-13T15:00:52.948270] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.12 | VIB: NO | ALC: 0.09
[2025-05-13T15:00:53.448283] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.16 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:53.948283] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.10 | VIB: NO | ALC: 0.02
[2025-05-13T15:00:54.448241] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.06 | VIB: NO | ALC: 0.05
[2025-05-13T15:00:54.948228] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.24m | MAG: -0.10 | VIB: NO | ALC: 0.19
[2025-05-13T15:00:55.448316] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.14 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:55.948273] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.12 | VIB: NO | ALC: 0.08
[2025-05-13T15:00:56.448232] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.20m | MAG: -0.06 | VIB: NO | ALC: 0.00
[2025-05-13T15:00:56.948289] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.08 | VIB: NO | ALC: 0.06
[2025-05-13T15:00:57.448285] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.27m | MAG: 0.16 | VIB: NO | ALC: 0.07
[2025-05-13T15:00:57.948323] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.09 | VIB: YES | ALC: 0.02
[2025-05-13T15:00:58.448314] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.18
[2025-05-13T15:00:58.948316] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.05 | VIB: NO | ALC: 0.09
[2025-05-13T15:00:59.448334] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.11 | VIB: NO | ALC: 0.04
[2025-05-13T15:00:59.948301] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.49m | MAG: 0.09 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:00.448313] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.21m | MAG: 0.07 | VIB: NO | ALC: 0.16
[2025-05-13T15:01:00.948253] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.19 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:01.448265] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.06 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:01.948231] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.41m | MAG: -0.05 | VIB: NO | ALC: 0.02
[2025-05-13T15:01:02.448328] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.05 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:02.948242] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.21m | MAG: -0.10 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:03.448259] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.23m | MAG: -0.15 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:03.948252] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.07 | VIB: NO | ALC: 0.12
[2025-05-13T15:01:04.448308] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: 0.19 | VIB: NO | ALC: 0.03
[2025-05-13T15:01:04.948416] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.15 | VIB: YES | ALC: 0.03
[2025-05-13T15:01:05.448226] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.15 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:05.948252] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.02 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:06.448394] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.19 | VIB: NO | ALC: 0.17
[2025-05-13T15:01:06.948286] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.11 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:07.448338] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.03 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:07.948236] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.12 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:08.448324] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.04 | VIB: YES | ALC: 0.02
[2025-05-13T15:01:08.948240] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.09 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:09.448294] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.07 | VIB: YES | ALC: 0.19
[2025-05-13T15:01:09.948482] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.07 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:10.448249] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.12 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:10.948401] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.06 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:11.448246] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.10 | VIB: NO | ALC: 0.13
[2025-05-13T15:01:11.948392] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.20m | MAG: 0.11 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:12.448381] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.13 | VIB: NO | ALC: 0.02
[2025-05-13T15:01:12.948340] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.08 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:13.448245] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.02 | VIB: NO | ALC: 0.12
[2025-05-13T15:01:13.948276] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.09 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:14.448486] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:14.948293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.40m | MAG: 0.19 | VIB: YES | ALC: 0.14
[2025-05-13T15:01:15.448293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.26m | MAG: 0.04 | VIB: NO | ALC: 0.17
[2025-05-13T15:01:15.948398] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.15 | VIB: NO | ALC: 0.17
[2025-05-13T15:01:16.448322] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.04 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:16.948303] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.40m | MAG: 0.07 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:17.448398] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.02 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:17.948301] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.33m | MAG: -0.11 | VIB: YES | ALC: 0.12
[2025-05-13T15:01:18.448290] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.09 | VIB: NO | ALC: 0.17
[2025-05-13T15:01:18.948310] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.11 | VIB: NO | ALC: 0.17
[2025-05-13T15:01:19.448357] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.12 | VIB: NO | ALC: 0.09
